class,party,source_url,local_filename,http_status,bytes,sha256
7,Free Software Foundation,https://www.copyright.gov/1201/2021/comments/Class 07a and 07b_InitialComments_Free Software Foundation.pdf,Class07_Free-Software-Foundation.pdf,200,84933,a5f3a3ad540649f6db6380b6bcf65a5435e015d4aa11152939ceecc9a85a3e43
8,Alisha Cunzio,https://www.copyright.gov/1201/2021/comments/Class 08 Alisha Cunzio.pdf,Class08_Alisha-Cunzio.pdf,200,118707,b09a413e4e80f69cd3fdb0539bbb1c12188be014050b245ffb334c55c710a1e7
8,"American Council of the Blind, American Foundation for the Blind, National Federation of the Blind, Association for Education and Rehabilitation of the Blind and Visually Impaired, Library Copyright Alliance, Benetech/Bookshare, HathiTrust, and Perkins Braille & Talking Book Library (“Accessibility Petitioners”)",https://www.copyright.gov/1201/2021/comments/Class 08_InitialComments_Accessibility Petitioners.pdf,Class08_Accessibility-Petitioners.pdf,200,504665,e6120dcf501eae6016c39dcb727e222dc3f437fd18d605432c0b853110a5ebfb
8,Free Software Foundation,https://www.copyright.gov/1201/2021/comments/Class 08_InitialComments_Free Software Foundation.pdf,Class08_Free-Software-Foundation.pdf,200,84326,5da5888af2fc2ea030ea4f6cb14e0e6da7090f6af26c271108a5dad19cf33fb1
9,Anonymous,https://www.copyright.gov/1201/2021/comments/Class 09 Anonymous Anonymous.pdf,Class09_Anonymous.pdf,200,111503,244c645224c68bd7703aad485059670f5e28e437d95e2fc85dfcfb78138874c9
9,Coalition of Medical Device Patients and Researchers,https://www.copyright.gov/1201/2021/comments/Class 09_InitialComments_Coalition of Medical Device Patients and Researchers.pdf,Class09_Coalition-of-Medical-Device-Patients-and-Researchers.pdf,200,332489,23a664f91641b91c03f57b2c210b3771b52c081cd5db657b86bf56fdeb3c3e83
9,Free Software Foundation,https://www.copyright.gov/1201/2021/comments/Class 09_InitialComments_Free Software Foundation.pdf,Class09_Free-Software-Foundation.pdf,200,84378,f2338b3f6760058a0136f0bce49ad6d63e205b47e6c27551199a9105b159add0
10,Aaron Cardenas,https://www.copyright.gov/1201/2021/comments/Aaron Cardenas.pdf,Class10_Aaron-Cardenas.pdf,200,105683,b54e5ec8f4f8d86365068a7eee30f10c6d966a5cf1bedb514fbb6db06798d48e
10,Anonymous,https://www.copyright.gov/1201/2021/comments/Anonymous Anonymous.pdf,Class10_Anonymous.pdf,200,106264,864ca19b6a8cf7f328b832a35f1ddc90e2d0c928103882ae5886e4401a17cc62
10,Anonymous 2,https://www.copyright.gov/1201/2021/comments/Anonymous Anonymous 2.pdf,Class10_Anonymous-2.pdf,200,108790,15755cc20e72b2c40a9b36ac555ffcc37c86fdec9eebc413ff72acd8d1d85a57
10,Blake Griffin,https://www.copyright.gov/1201/2021/comments/Blake Griffin.pdf,Class10_Blake-Griffin.pdf,200,109690,de952594286703267063a185c3c672981e60575709389a0af0e9ec2aaf55ef56
10,Christian Popoli,https://www.copyright.gov/1201/2021/comments/Christian Popoli.pdf,Class10_Christian-Popoli.pdf,200,111121,19a84a9c93dcf4e84faa2a4c8c8d7f0e5e454385e70442d31b78d26170da0016
10,Clayton Blackburn,https://www.copyright.gov/1201/2021/comments/Clayton Blackburn.pdf,Class10_Clayton-Blackburn.pdf,200,105768,28bf27d5e731efa173690c1552bb9f0eac9eb78dec70616cc9748c60f8a7dab6
10,Frank Ward,https://www.copyright.gov/1201/2021/comments/Frank Ward.pdf,Class10_Frank-Ward.pdf,200,109624,067299590105f4919158d83272160e2527fb135d20b628548f1236d7e9c08ebb
10,Free Software Foundation,https://www.copyright.gov/1201/2021/comments/Class 10_InitialComments_Free Software Foundation.pdf,Class10_Free-Software-Foundation.pdf,200,84946,2c5cbabc658e413cfbfdd54cf479b1515bfeca23be2b5e0e6004bcf2696df4e9
10,Greg Olson,https://www.copyright.gov/1201/2021/comments/Greg Olson.pdf,Class10_Greg-Olson.pdf,200,110148,23e0e4904beac24e85a5ce92a614d13a9468e8a3cabf3525ef0b453951de60d7
10,Institute of Scrap Recycling,https://www.copyright.gov/1201/2021/comments/Class 10_InitialComments_Institute of Scrap Recycling.pdf,Class10_Institute-of-Scrap-Recycling.pdf,200,436292,63c2c7df1f066e9c8d6bc63b3447d5c4cf806b9d628165500fb2e04eef1919fb
10,Jonathan Crosby,https://www.copyright.gov/1201/2021/comments/Jonathan Crosby.pdf,Class10_Jonathan-Crosby.pdf,200,107400,4af9f844eaf2ce26885f5c70c5df47c789f59bfccbc139d0d26d7f4c4ba148fc
10,Joshua Post,https://www.copyright.gov/1201/2021/comments/Joshua Post.pdf,Class10_Joshua-Post.pdf,200,106717,51322e747e9a1d48cbe5eb3080ea78739794d7f999edf012183dc28328715038
10,Justin Morrow,https://www.copyright.gov/1201/2021/comments/Justin Morrow.pdf,Class10_Justin-Morrow.pdf,200,106160,32a086c6337191de12759b11e8095c88a3e1395158bce43b880dfcaeaa0f78e1
10,Kevin Davies,https://www.copyright.gov/1201/2021/comments/Kevin Davies.pdf,Class10_Kevin-Davies.pdf,200,108057,2dce89fc0b194b271855f492bcffc6f45c80e7cd667a6cf857b9f2282181f2b0
10,Kevin Halgren,https://www.copyright.gov/1201/2021/comments/Kevin Halgren.pdf,Class10_Kevin-Halgren.pdf,200,111639,0900311631ac36b742c4469e169b161e24e8ec211ca3b13f881d2d3575866adb
10,Kevin Kilkuskie,https://www.copyright.gov/1201/2021/comments/Class 10 Kevin Kilkuskie.pdf,Class10_Kevin-Kilkuskie.pdf,200,110900,e3a5b0741618cdad8b9bae7b77d1f3249f9e8e71686e0a2d016a5d48cea5d4cc
10,M Harrison,https://www.copyright.gov/1201/2021/comments/M Harrison.pdf,Class10_M-Harrison.pdf,200,108118,8b91a803ab793cf43675e9f1f079e6abd5b06f80d7a8b6a11d8f23a6aa6c3f9a
10,Mark Peper,https://www.copyright.gov/1201/2021/comments/Mark Peper.pdf,Class10_Mark-Peper.pdf,200,107225,17d414223c5c0e66af169c0f8ae8add84dab8579859085ed4f3c1b66bb2d7149
10,Matthew Klipper,https://www.copyright.gov/1201/2021/comments/Matthew Klipper.pdf,Class10_Matthew-Klipper.pdf,200,107244,334b1187abe47d0010c63f54aa6b563169e2eeb37e84afc40d4b0bf0d1b7c571
10,Mekkel Richards,https://www.copyright.gov/1201/2021/comments/Mekkel Richards.pdf,Class10_Mekkel-Richards.pdf,200,107328,5f4720f4df874d4c97bb1dcfd73438966a51daadbfb11cae5f5729e90ec0c6ff
10,Michael Woo,https://www.copyright.gov/1201/2021/comments/Michael Woo.pdf,Class10_Michael-Woo.pdf,200,107862,a59b358164a42b2f21cc61932fc578df7afc09a3a9798762f7d9de1f664d8d1f
10,Nick Luu,https://www.copyright.gov/1201/2021/comments/Nick Luu.pdf,Class10_Nick-Luu.pdf,200,107704,415a489c0a59c743eecca31a807e49ad52687b543778aaa4652e3289c08eecc4
10,Quentin Miller,https://www.copyright.gov/1201/2021/comments/Quentin Miller.pdf,Class10_Quentin-Miller.pdf,200,107928,84c90efff463b90b61f634912cb251c291bdcb80f0e8c49bf102621a1a737696
10,Xerxes Lopez-Yglesias,https://www.copyright.gov/1201/2021/comments/Xerxes Lopez-Yglesias.pdf,Class10_Xerxes-Lopez-Yglesias.pdf,200,109759,c51c2cd73db014e2a0f0d19e96e84682d1e82fba7d67042d63558b21da1a548f
11,Arvind Puri,https://www.copyright.gov/1201/2021/comments/Avind Puri.pdf,Class11_Arvind-Puri.pdf,200,111556,c5b00f61ffd29d565b8b7dd074f990a9afc67c36bd898564412a5dd85f758de0
11,Electronic Frontier Foundation,https://www.copyright.gov/1201/2021/comments/Class 11_InitialComments_Electronic Frontier Foundation.pdf,Class11_Electronic-Frontier-Foundation.pdf,200,454737,5186df684b6559dc35548f2e2df37490c1be6729051752052a7e8f6eb3af2fcb
11,Free Software Foundation,https://www.copyright.gov/1201/2021/comments/Class 11_InitialComments_Free Software Foundation.pdf,Class11_Free-Software-Foundation.pdf,200,85765,51a3bfc86e67472f1be0023ff341c6e35029b342ce7a0b2a0f7f146be984a3a0
11,Software Freedom Conservancy,https://www.copyright.gov/1201/2021/comments/Class 11_InitialComments_Software Freedom Conservancy.pdf,Class11_Software-Freedom-Conservancy.pdf,200,370867,9de831ae1a77c4230de1ef8b8aee20b703571d691267b9378df74930e0e84573
12,Auto Care Association,https://www.copyright.gov/1201/2021/comments/Class 12_InitialComments_Auto Care Association.pdf,Class12_Auto-Care-Association.pdf,200,116380,299092c5a3ed452c500e69d291b1f5b6942fa6b66d90c05d875baeaad16578e2
12,Electronic Frontier Foundation,https://www.copyright.gov/1201/2021/comments/Class 12_InitialComments_Electronic Frontier Foundation.pdf,Class12_Electronic-Frontier-Foundation.pdf,200,1677371,1031934e821e310f371c123c95b7a8c284ac553e1bc34f1f642e24c5ac74beb3
12,Free Software Foundation,https://www.copyright.gov/1201/2021/comments/Class 12_InitialComments_Free Software Foundation.pdf,Class12_Free-Software-Foundation.pdf,200,85500,47dec739622b61ce389f0954732f95b4c66f4e8aa3df2ac37a4febddb84547cb
12,iFixit and Repair Association,https://www.copyright.gov/1201/2021/comments/Class 12_InitialComments_iFixit and Repair Association.pdf,Class12_iFixit-and-Repair-Association.pdf,200,1568319,206038ce4907eca017722631c7897dcc0b24416b7c1b0515c65a6f7b41e0584f
12,Kevin Kilkuskie,https://www.copyright.gov/1201/2021/comments/Class 12 Kevin Kilkuskie.pdf,Class12_Kevin-Kilkuskie.pdf,200,108873,09995bd89872d62a23014a523fcfb1b781f50db91a3acc0f3df3d3eff0e9665c
12,Public Knowledge and iFixit,https://www.copyright.gov/1201/2021/comments/Class 12_InitialComments_Public Knowledge and iFixit.pdf,Class12_Public-Knowledge-and-iFixit.pdf,200,300961,65f13a87c59e62177458f523a936ae4af5ac44cf1443a0665df721b674997a3c
12,Summit Imaging,https://www.copyright.gov/1201/2021/comments/Class 12_InitialComments_Summit Imaging.pdf,Class12_Summit-Imaging.pdf,200,328348,b801fb093326c9120ae880396dbd94bae2655336f28a38a3c9ea22d139c8cd83
12,Transtate,https://www.copyright.gov/1201/2021/comments/Class 12_InitialComments_Transtate Equipment.pdf,Class12_Transtate.pdf,200,291416,9761c83225b10b5cc73dde351b5e7b8b16a062b04c2e3f471fb30741dfb5c7e9
12,Transtate (Exhibit List),https://www.copyright.gov/1201/2021/comments/Transtate Ex list.pdf,Class12_Transtate_Exhibit-List.pdf,200,13088,63d5b743848491d4a084eb955c688c4963ab44202e8f3c6a6d9f89d10dc6bf43
12,Transtate (Exs. 1-18),https://www.copyright.gov/1201/2021/comments/Transtate Ex 1-18.pdf,Class12_Transtate_Exs-1-18.pdf,200,7475120,8c5f80a084efed493fa8be9ce3d0d34edb47e9875c113ec57b94eb8834da948c
12,Transtate (Exs. 19-21),https://www.copyright.gov/1201/2021/comments/Transtate Ex 19-21.pdf,Class12_Transtate_Exs-19-21.pdf,200,3053253,18abe02240fee3335629617ead072576cd287d261e2dac742c88fbfe3029cc3f
12,Transtate (Ex. 22),https://www.copyright.gov/1201/2021/comments/Transtate Ex 22.pdf,Class12_Transtate_Ex-22.pdf,200,5658097,41ae4c1bb7566797e6263c25154914fe60a40e356f2074850e67823f4649edf9
12,Transtate (Exs. 23-25),https://www.copyright.gov/1201/2021/comments/Transtate Ex 23-25.pdf,Class12_Transtate_Exs-23-25.pdf,200,3678744,529dbb1ed6a058e01e8fea8fc733fced8e603438711f0815a90415508f554484
12,Transtate (Ex. 26),https://www.copyright.gov/1201/2021/comments/Transtate Ex 26.pdf,Class12_Transtate_Ex-26.pdf,200,2687632,f269bf892ac8f5cf88924943134e74cd42aed118c8e3afe6fb86fdfd490bad80
12,Transtate (Ex. 27-29),https://www.copyright.gov/1201/2021/comments/Transtate Ex 27-29.pdf,Class12_Transtate_Ex-27-29.pdf,200,7485927,d7346a661fd4172f271b0493a763e99135e4ceb7de43029a62e74a31eb445a7a
13,Free Software Foundation,https://www.copyright.gov/1201/2021/comments/Class 13_InitialComments_Free Software Foundation.pdf,Class13_Free-Software-Foundation.pdf,200,85164,b09b4c589206d2a65bec5957e290b112f1cf87f065dd8798ae8d15ac2959a6ca
13,HackerOne,https://www.copyright.gov/1201/2021/comments/Class 13_InitialComments_HackerOne.pdf,Class13_HackerOne.pdf,200,344910,c7cd588fdcbdb6cdbfde16cec1ab943b21341c04ed8ddc4073ecba03c46237f3
13,"J. Alex Halderman, Center for Democracy & Technology, and U.S. Technology Policy Committee of the Association for Computing Machinery","https://www.copyright.gov/1201/2021/comments/Class 13_InitialComments_J. Alex Halderman, Center for Democracy & Technology, and U.S. Technology Policy Committee of the Association for Computing Machinery.pdf",Class13_J-Alex-Halderman-Center-for-Democracy-and-Technology-and-US-Technology-Policy-Committee-of-the-Association-for-Computing.pdf,200,375095,9bd6b6d10c0ab637efc9f63ce283be89c8f8702945be18250bd6d6f157843ca8
13,Rapid7,https://www.copyright.gov/1201/2021/comments/Class 13_InitialComments_Rapid7.pdf,Class13_Rapid7.pdf,200,143288,0b39f873289a9c1ee1ad5d7a092ae3f174f033046095331ca95031685144d9eb
13,Software Freedom Conservancy,https://www.copyright.gov/1201/2021/comments/Class 13_Initial Comment_Software Freedom Conservancy.pdf,Class13_Software-Freedom-Conservancy.pdf,200,596178,f47febbbfaf921569f803b0f373f5f96a4af48517c8fe21fc35428f8e5e352cd
14,Free Software Foundation,https://www.copyright.gov/1201/2021/comments/Class 14a and 14b_InitialComments_Free Software Foundation.pdf,Class14_Free-Software-Foundation.pdf,200,85260,dd1106de6051f110f1f6c08b38765dc1148d44de62ddc1985d52df4d50a0f22b
14,Software Preservation Network and Library Copyright Alliance,https://www.copyright.gov/1201/2021/comments/Class 14a and 14b_InitialComments_Software Preservation Network and Library Copyright Alliance.pdf,Class14_Software-Preservation-Network-and-Library-Copyright-Alliance.pdf,200,421231,b8a59ff99f56f8cc196510ddd135d4f41448dd3089dc6f0d20b73a60dabfd543
15,Free Software Foundation,https://www.copyright.gov/1201/2021/comments/Class 15_InitialComments_Free Software Foundation.pdf,Class15_Free-Software-Foundation.pdf,200,84569,dcb88f119b297c0cbe5b48f55730135c34ce28f019d009524a485f247089dd31
15,Michael Weinberg,https://www.copyright.gov/1201/2021/comments/Class 15_Initial Comments_Michael Weinberg.pdf,Class15_Michael-Weinberg.pdf,200,609913,f6ed7b0d5e2539e0b210c70101f89275dbd45896aca4aa90bf858457d2a6421c
16,Free Software Foundation,https://www.copyright.gov/1201/2021/comments/Class 16_InitialComments_Free Software Foundation.pdf,Class16_Free-Software-Foundation.pdf,200,86585,31f63b57c5f1371ed685e994e622155f75074206c0f761db895bde944f3e5064
16,Marcia Wilbur,https://www.copyright.gov/1201/2021/comments/Marcia Wilbur.pdf,Class16_Marcia-Wilbur.pdf,200,122894,b0e30142357a1e46c1a901667b348047709e70ccbf1ab7bc05b2959388cbf234
16,Software Freedom Conservancy,https://www.copyright.gov/1201/2021/comments/Class 16_InitialComments_Software Freedom Conservancy.pdf,Class16_Software-Freedom-Conservancy.pdf,200,412008,58eb63b5583fd81133f94e93d33e8b575b0d17a73a461571a7c6b153411ee3f4
17,"American Foundation for the Blind, Association for Education and Rehabilitation of the Blind and Visually Impaired, Association of Late-Deafened Adults, Association of Transcribers and Speech-to-Text Providers, Association on Higher Education and Disability, Benetech/Bookshare, Gallaudet University Technology Access Program, HathiTrust, Hearing Loss Association of America, Library Copyright Alliance, National Association of the Deaf, National Federation of the Blind, Perkins Braille & Talking Book Library, and Telecommunications for the Deaf and Hard of Hearing, Inc. (“Accessibility Petitioners"")",https://www.copyright.gov/1201/2021/comments/Class 17_InitialComments_Accessibility Petitioners.pdf,Class17_Accessibility-Petitioners.pdf,200,547254,8a2d0f975e5acdca11c6907f9312101a236e5c9e3f44f37d36857748defbab2d
17,Free Software Foundation,https://www.copyright.gov/1201/2021/comments/Class 17_InitialComments_Free Software Foundation.pdf,Class17_Free-Software-Foundation.pdf,200,84601,edfb6942530ed8193d0011db48c6736a1fa498d600aa12d0e773a410fbf3c975
