class,party,source_url,local_filename,http_status,bytes,sha256
Proposed Class 9: Literary works distributed electronically – assistive technologies,Free Software Foundation,https://cdn.loc.gov/copyright/1201/2015/comments-020615/FreeSoftwareFoundation/InitialComments_ShortForm_FreeSoftwareFoundation_Class9.pdf,Class09_Free-Software-Foundation.pdf,200,62958,5e842ddc0b35a4cbb52c9350ae77b8956d0aabacc6bcecd9a56d55321ae99de4
Proposed Class 10: Literary works distributed electronically – space-shifting and format-shifting,"Englander, Rachel",https://cdn.loc.gov/copyright/1201/2015/comments-020615/InitialComments_ShortForm_Englander_Class10.pdf,Class10_Englander-Rachel.pdf,200,52971,31ac10f088a2c080f425f93168d4fb5463d912d282739bc1d04c3084941b35a1
Proposed Class 10: Literary works distributed electronically – space-shifting and format-shifting,Music Library Association,https://cdn.loc.gov/copyright/1201/2015/comments-020615/InitialComments_ShortForm_MLA_Class10.pdf,Class10_Music-Library-Association.pdf,200,31545,815746de0a7bf15ad19de2c7f841cee934d45e35f6a25ad6dcf9d3d6681bd312
Proposed Class 10: Literary works distributed electronically – space-shifting and format-shifting,Free Software Foundation,https://cdn.loc.gov/copyright/1201/2015/comments-020615/FreeSoftwareFoundation/InitialComments_ShortForm_FreeSoftwareFoundation_Class10.pdf,Class10_Free-Software-Foundation.pdf,200,62625,65b1d2aa3c51154edb40b5c9d514274b5ecb199e0c2869aeec9ad5f9cc4fa6f4
Proposed Class 11: Unlocking – wireless telephone handsets,Competitive Carriers Association,https://cdn.loc.gov/copyright/1201/2015/comments-020615/InitialComments_LongForm_CCA_Class11.pdf,Class11_Competitive-Carriers-Association.pdf,200,266054,89727a4be3bcae5350627196abb6e442c4e974cad1474fdf1aa27beb25faeb5c
Proposed Class 11: Unlocking – wireless telephone handsets,Consumers Union,https://cdn.loc.gov/copyright/1201/2015/comments-020615/InitialComments_LongForm_CU_Class11.pdf,Class11_Consumers-Union.pdf,200,2649282,d33413b71125ba16c0bfb022fd11dac4504396d82fc5a0e8f97ef2858ddb87a4
Proposed Class 11: Unlocking – wireless telephone handsets,eBay Inc. and Gazelle,https://cdn.loc.gov/copyright/1201/2015/comments-020615/InitialComments_LongForm_eBay_Gazelle_Class11.pdf,Class11_eBay-Inc-and-Gazelle.pdf,200,51839,1b8f1de44f057f18e4433171ef5466a4dfcd05247fdec5bebd565a5dde4b5eaf
Proposed Class 11: Unlocking – wireless telephone handsets,iFixit,https://cdn.loc.gov/copyright/1201/2015/comments-020615/InitialComments_LongForm_iFixit_Class11.pdf,Class11_iFixit.pdf,200,117421,5ea45efe3802139fd6233d6282a6d7fea86e7ca69227548957f6f980258b8fef
Proposed Class 11: Unlocking – wireless telephone handsets,"Institute of Scrap Recycling Industries, Inc.",https://cdn.loc.gov/copyright/1201/2015/comments-020615/InitialComments_LongForm_ISRI_Class11.pdf,Class11_Institute-of-Scrap-Recycling-Industries-Inc.pdf,200,276318,ced7d202ecfc200bd31acd8faef65908a2835df0c71d49213f8fcbe3c430e657
Proposed Class 11: Unlocking – wireless telephone handsets,"Rosario, Mervin",https://cdn.loc.gov/copyright/1201/2015/comments-020615/InitialComments_ShortForm_Rosario_Class11.pdf,Class11_Rosario-Mervin.pdf,200,31805,37e222ddcdcd4183f0cceeb8575469c3f17f669bbfcaf17e376e515578f6c049
Proposed Class 11: Unlocking – wireless telephone handsets,Combined comments (2304) received through Digital Right to Repair website,https://cdn.loc.gov/copyright/1201/2015/comments-020615/EFF_merged_shortform_comments_Class11.pdf,Class11_Combined-comments-2304-received-through-Digital-Right-to-Repair-website.pdf,200,3700375,d3acbc2370c8b3eeba27557a5129fbc7d2a81e1dac4f972f822eaf1d20fad159
Proposed Class 11: Unlocking – wireless telephone handsets,Free Software Foundation,https://cdn.loc.gov/copyright/1201/2015/comments-020615/FreeSoftwareFoundation/InitialComments_ShortForm_FreeSoftwareFoundation_Class11.pdf,Class11_Free-Software-Foundation.pdf,200,62760,b2866a798078a0e996d8af729523344c0de0b6dc8043baa17921702342842a09
Proposed Class 12: Unlocking – all-purpose tablet,Competitive Carriers Association,https://cdn.loc.gov/copyright/1201/2015/comments-020615/InitialComments_LongForm_CCA_Class12.pdf,Class12_Competitive-Carriers-Association.pdf,200,272555,0f549a0815dc0d48565624536b6e2a92de1e483bc869987e6852bf5c6653d09a
Proposed Class 12: Unlocking – all-purpose tablet,Consumers Union,https://cdn.loc.gov/copyright/1201/2015/comments-020615/InitialComments_LongForm_CU_Class12.pdf,Class12_Consumers-Union.pdf,200,2649129,3ac195bcb29e484650d46fbcd743c5817b53baad27dccf3119ab0a71358b3db6
Proposed Class 12: Unlocking – all-purpose tablet,iFixit,https://cdn.loc.gov/copyright/1201/2015/comments-020615/InitialComments_LongForm_iFixit_Class12.pdf,Class12_iFixit.pdf,200,68024,86eeb60d9ad0df51f626247b4f17b7ccbf28efaabbbca1f8e15c2f6dd488a590
Proposed Class 12: Unlocking – all-purpose tablet,"Institute of Scrap Recycling Industries, Inc.",https://cdn.loc.gov/copyright/1201/2015/comments-020615/InitialComments_LongForm_ISRI_Class12.pdf,Class12_Institute-of-Scrap-Recycling-Industries-Inc.pdf,200,287094,f5bf7c230a2e1d3a52dca78f638b405bc0254d97bed0704ebc90921234b18413
Proposed Class 12: Unlocking – all-purpose tablet,Combined comments (2309) received through Digital Right to Repair website,https://cdn.loc.gov/copyright/1201/2015/comments-020615/EFF_merged_shortform_comments_class12.pdf,Class12_Combined-comments-2309-received-through-Digital-Right-to-Repair-website.pdf,200,3269192,f6c8d205c7ca3966bbd6b87b848087b1c97f8a79cecf9fe4496683cc5b677206
Proposed Class 12: Unlocking – all-purpose tablet,Free Software Foundation,https://cdn.loc.gov/copyright/1201/2015/comments-020615/FreeSoftwareFoundation/InitialComments_ShortForm_FreeSoftwareFoundation_Class12.pdf,Class12_Free-Software-Foundation.pdf,200,63033,4047f627ef4ce87c7114cb0325fae146bd330f459e22d2230775935ea6a05107
Proposed Class 13: Unlocking – mobile connectivity devices,Competitive Carriers Association,https://cdn.loc.gov/copyright/1201/2015/comments-020615/InitialComments_LongForm_CCA_Class13.pdf,Class13_Competitive-Carriers-Association.pdf,200,263380,41028c6615165a4d500a8acfe1b1774d0d46ae8d8b5048375e6e1c0c86c0cfd1
Proposed Class 13: Unlocking – mobile connectivity devices,"SAE International, Vehicle Electrical System Security Committee",https://cdn.loc.gov/copyright/1201/2015/comments-020615/InitialComments_ShortForm_SAE_Class13.pdf,Class13_SAE-International-Vehicle-Electrical-System-Security-Committee.pdf,200,125191,9d248d1abc08ec8e0bfe264a9e23df794bf3014c5474b997a6844b128feb78a3
Proposed Class 13: Unlocking – mobile connectivity devices,Combined comments (1895) received through Digital Right to Repair website,https://cdn.loc.gov/copyright/1201/2015/comments-020615/EFF_merged_shortform_comments_class13.pdf,Class13_Combined-comments-1895-received-through-Digital-Right-to-Repair-website.pdf,200,3034222,bfdca3678e4b80761911e1011753c8591c1b9edf79d22087378b7520efae1835
Proposed Class 13: Unlocking – mobile connectivity devices,Free Software Foundation,https://cdn.loc.gov/copyright/1201/2015/comments-020615/FreeSoftwareFoundation/InitialComments_ShortForm_FreeSoftwareFoundation_Class13.pdf,Class13_Free-Software-Foundation.pdf,200,62815,b62d8db59b04ccee296f27f8409f76d913424c538d626462951c0c95123b2065
Proposed Class 14: Unlocking – wearable computing devices,Competitive Carriers Association,https://cdn.loc.gov/copyright/1201/2015/comments-020615/InitialComments_LongForm_CCA_Class14.pdf,Class14_Competitive-Carriers-Association.pdf,200,269840,7a07e83be309e0944a2dca8d0a8023999516439fa9579490e1c65aef8d7c8796
Proposed Class 14: Unlocking – wearable computing devices,Combined comments (1632) received through Digital Right to Repair website,https://cdn.loc.gov/copyright/1201/2015/comments-020615/EFF_Merged_ShortForm_Comments_Class14.pdf,Class14_Combined-comments-1632-received-through-Digital-Right-to-Repair-website.pdf,200,2622549,fd7b437d3d0816a143755b9a858accd910db1caf9c1d3f62f5fb0f482b0c6223
Proposed Class 14: Unlocking – wearable computing devices,Free Software Foundation,https://cdn.loc.gov/copyright/1201/2015/comments-020615/FreeSoftwareFoundation/InitialComments_ShortForm_FreeSoftwareFoundation_Class14.pdf,Class14_Free-Software-Foundation.pdf,200,63186,948f87b4b699e8bb01a122a6f710a8f9b6fef4acc8cceb897f29d69e834ce0e0
Proposed Class 15: Unlocking – consumer machines,Competitive Carriers Association,https://cdn.loc.gov/copyright/1201/2015/comments-020615/InitialComments_LongForm_CCA_Class15.pdf,Class15_Competitive-Carriers-Association.pdf,200,267780,6b9a8490aabc2804c99bf7220ae06a96655ee5f846f71f1c1d774155cb07e1f7
Proposed Class 15: Unlocking – consumer machines,iFixit,https://cdn.loc.gov/copyright/1201/2015/comments-020615/InitialComments_LongForm_iFixit_Class15.pdf,Class15_iFixit.pdf,200,69632,ace8f9fc7f65bc1178f99a01a9bae9fa2e2bad0d66348bb3801da78f4683640e
Proposed Class 15: Unlocking – consumer machines,Combined comments (1589) received through Digital Right to Repair website,https://cdn.loc.gov/copyright/1201/2015/comments-020615/EFF_Merged_ShortForm_Comments_Class15.pdf,Class15_Combined-comments-1589-received-through-Digital-Right-to-Repair-website.pdf,200,3053526,16f04896da2d11def236684d9f70c52778b8ff50ed48ec4acf5b6c13cb080548
Proposed Class 15: Unlocking – consumer machines,Free Software Foundation,https://cdn.loc.gov/copyright/1201/2015/comments-020615/FreeSoftwareFoundation/InitialComments_ShortForm_FreeSoftwareFoundation_Class15.pdf,Class15_Free-Software-Foundation.pdf,200,62645,76364fa4eca2578eeda5d54682102706216a015a7d80c774e6a2add8b81f8a3d
Proposed Class 16: Jailbreaking – wireless telephone handsets,Blinky X,https://cdn.loc.gov/copyright/1201/2015/comments-020615/InitialComments_ShortForm_Blinky_X_Class16.pdf,Class16_Blinky-X.pdf,200,47332,e7b432a30a16e0c6c6fa689412bab942bd0e8d8ce6f5cf331701f0553a0980a3
Proposed Class 16: Jailbreaking – wireless telephone handsets,"Cantarero, Eli",https://cdn.loc.gov/copyright/1201/2015/comments-020615/InitialComments_ShortForm_Cantarero_Class16.pdf,Class16_Cantarero-Eli.pdf,200,32034,b359dd771bc7b4d5901a79608a6b7929588b3fc9d69bf8d4908f830ac90c9057
Proposed Class 16: Jailbreaking – wireless telephone handsets,"Darling, David",https://cdn.loc.gov/copyright/1201/2015/comments-020615/InitialComments_ShortForm_Darling_Class16.pdf,Class16_Darling-David.pdf,200,92186,cdfcacdad491084ee2d3688a61f2eb2296c195325497862a91e46661910d09fe
Proposed Class 16: Jailbreaking – wireless telephone handsets,"de Kroon, Andrew",https://cdn.loc.gov/copyright/1201/2015/comments-020615/InitialComments_ShortForm_deKroon_Class16.pdf,Class16_de-Kroon-Andrew.pdf,200,102462,b529a5446e4e95b7da5d85147bc2f79512c72d4e413d40f8600753614156ccd5
Proposed Class 16: Jailbreaking – wireless telephone handsets,Electronic Frontier Foundation,https://cdn.loc.gov/copyright/1201/2015/comments-020615/InitialComments_LongForm_EFF_Class16.pdf,Class16_Electronic-Frontier-Foundation.pdf,200,684856,c5e31b9c43dce9347bcd1c1bfb652cfa3e6196afbdad831e647b6cf0b9490e97
Proposed Class 16: Jailbreaking – wireless telephone handsets,"Freeman, Jay",https://cdn.loc.gov/copyright/1201/2015/comments-020615/InitialComments_LongForm_Freeman_Class16.pdf,Class16_Freeman-Jay.pdf,200,350389,ab15bcd1b2c5b34113689bfda7550f617851d8ffeec80a71193057b724885412
Proposed Class 16: Jailbreaking – wireless telephone handsets,"Marquez, Anthony",https://cdn.loc.gov/copyright/1201/2015/comments-020615/InitialComments_ShortForm_Marquez_Class16.pdf,Class16_Marquez-Anthony.pdf,200,56765,b70915bbf877e59ce139ca24301e5b147599ff0fa7311865c67ea0530315b528
Proposed Class 16: Jailbreaking – wireless telephone handsets,"Moschell, Kyle",https://cdn.loc.gov/copyright/1201/2015/comments-020615/InitialComments_ShortForm_Moschell_Class16.pdf,Class16_Moschell-Kyle.pdf,200,15297,2c98e04ce5b6ec708a66ea9e771bc49deffed53fd9056621df15aef96daf1f2e
Proposed Class 16: Jailbreaking – wireless telephone handsets,New Media Rights,https://cdn.loc.gov/copyright/1201/2015/comments-020615/InitialComments_LongForm_New_Media_Rights_Class16.pdf,Class16_New-Media-Rights.pdf,200,270830,dc13a8b95759d73b9337b4f69297a5a13252bdbd32766d9073bcbd239e4f9487
Proposed Class 16: Jailbreaking – wireless telephone handsets,"Roddy, Jeffrey Philip",https://cdn.loc.gov/copyright/1201/2015/comments-020615/InitialComments_ShortForm_Roddy_Class16.pdf,Class16_Roddy-Jeffrey-Philip.pdf,200,9225,3136d492aece38a3a9b9db3b19d6960131c5e58270f8201fe313aaa37d7ca446
Proposed Class 16: Jailbreaking – wireless telephone handsets,"Ross, Micah",https://cdn.loc.gov/copyright/1201/2015/comments-020615/InitialComments_ShortForm_MRoss_Class16.pdf,Class16_Ross-Micah.pdf,200,97378,ed80f0c0dfda26222513f14e53dfdb3b627a2dd24e095d081b8cf3eda4c5a83e
Proposed Class 16: Jailbreaking – wireless telephone handsets,"Ross, Robert",https://cdn.loc.gov/copyright/1201/2015/comments-020615/InitialComments_ShortForm_RRoss_Class16.pdf,Class16_Ross-Robert.pdf,200,25206,35385c2bc85548356bbfc07343a695a0d825434377e69e6113c018edc74a30fe
Proposed Class 16: Jailbreaking – wireless telephone handsets,"SAE International, Vehicle Electrical System Security Committee",https://cdn.loc.gov/copyright/1201/2015/comments-020615/InitialComments_ShortForm_SAE_Class16.pdf,Class16_SAE-International-Vehicle-Electrical-System-Security-Committee.pdf,200,125931,561434ecce339bb4371386ccb7ca49db557ffc010e2191c66ad4c004bed2479f
Proposed Class 16: Jailbreaking – wireless telephone handsets,"Vahrenberg, Nathan",https://cdn.loc.gov/copyright/1201/2015/comments-020615/InitialComments_ShortForm_Vahrenberg_Class16.pdf,Class16_Vahrenberg-Nathan.pdf,200,25557,05f8d8ac240b160b5f2c37b752f578feec2e2e1d08142bb6447f8e5987402fc7
