id,posted_date,submitter,organization,last_name,first_name,title,text_file,attachment_files
COLC-2015-0012-0096,2016-10-28T04:00:00Z,Oeth-Michael,,Oeth,Michael,"Additional Comments - Oeth, Michael",COLC-2015-0012-0096_Oeth-Michael_comment.txt,
COLC-2015-0012-0026,2016-03-04T05:00:00Z,Silas-Shelia,,Silas,Shelia,Initial Comments - Shelia Silas,COLC-2015-0012-0026_Silas-Shelia_comment.txt,
COLC-2015-0012-0093,2016-10-28T04:00:00Z,Eshom-Jeff,,Eshom,Jeff,"Additional Comments - Eshom, Jeff",COLC-2015-0012-0093_Eshom-Jeff_comment.txt,
COLC-2015-0012-0018,2016-03-04T05:00:00Z,Anderson-Marjorie,,Anderson,Marjorie,Initial Comments -  Marjorie Anderson,COLC-2015-0012-0018_Anderson-Marjorie_comment.txt,
COLC-2015-0012-0095,2016-10-28T04:00:00Z,Anonymous-Anonymous,,Anonymous,Anonymous,"Additional Comments - Anonymous, Anonymous",COLC-2015-0012-0095_Anonymous-Anonymous_comment.txt,
COLC-2015-0012-0136,2016-11-17T05:00:00Z,Copyright Alliance,Copyright Alliance,Hart,Terry,Additional Reply Comments - Copyright Alliance,COLC-2015-0012-0136_Copyright-Alliance_comment.txt,COLC-2015-0012-0136_Copyright-Alliance_090000648239a821.pdf
COLC-2015-0012-0145,2016-11-17T05:00:00Z,DVD CCA and AACS LA,DVD CCA and AACS LA,Turnbull,Bruce,Additional Reply Comments - DVD CCA and AACS LA,COLC-2015-0012-0145_DVD-CCA-and-AACS-LA_comment.txt,COLC-2015-0012-0145_DVD-CCA-and-AACS-LA_090000648239b496.pdf
COLC-2015-0012-0142,2016-11-17T05:00:00Z,Besek-June,,Besek,June,"Additional Reply Comments - Kernochan Center for Law, Media & the Arts",COLC-2015-0012-0142_Besek-June_comment.txt,COLC-2015-0012-0142_Besek-June_090000648239b5e4.docx|COLC-2015-0012-0142_Besek-June_090000648239b5e4.pdf
COLC-2015-0012-0059,2016-03-04T05:00:00Z,University of Virginia Library,University of Virginia Library,Butler,Brandon,Initial Comments - University of Virginia Library,COLC-2015-0012-0059_University-of-Virginia-Library_comment.txt,COLC-2015-0012-0059_University-of-Virginia-Library_0900006481e9f97a.pdf
COLC-2015-0012-0065,2016-03-04T05:00:00Z,"Institute of Scrap Recycling Industries, Inc.","Institute of Scrap Recycling Industries, Inc.",Malone,Phil,"Initial Comments - Institute of Scrap Recycling Industries, Inc.",COLC-2015-0012-0065_Institute-of-Scrap-Recycling-Industries-Inc._comment.txt,COLC-2015-0012-0065_Institute-of-Scrap-Recycling-Industries-Inc._0900006481e9f990.pdf
COLC-2015-0012-0051,2016-03-04T05:00:00Z,"DVD Copy Control Association and Advanced Access Content System Licensing Administrator, LLC","DVD Copy Control Association and Advanced Access Content System Licensing Administrator, LLC",Turnbull,Bruce,Initial Comments - DVD CCA and AACS LA,COLC-2015-0012-0051_DVD-Copy-Control-Association-and-Advanced-Access-Content-Sys_comment.txt,COLC-2015-0012-0051_DVD-Copy-Control-Association-and-Advanced-Access-Content-Sys_0900006481e9f54b.pdf
COLC-2015-0012-0050,2016-03-04T05:00:00Z,Software and Information Industry Association,Software and Information Industry Association,Mohr,Christopher,Initial Comments - Software and Information Industry Association,COLC-2015-0012-0050_Software-and-Information-Industry-Association_comment.txt,COLC-2015-0012-0050_Software-and-Information-Industry-Association_0900006481e9f549.pdf
COLC-2015-0012-0024,2016-03-04T05:00:00Z,"MIT Libraries, MIT Press, and MIT Office of Digital Learning","MIT Libraries, MIT Press, and MIT Office of Digital Learning",Bourg,Chris,"Initial Comments - MIT Libraries, MIT Press, and MIT Office of Digital Learning",COLC-2015-0012-0024_MIT-Libraries-MIT-Press-and-MIT-Office-of-Digital-Learning_comment.txt,COLC-2015-0012-0024_MIT-Libraries-MIT-Press-and-MIT-Office-of-Digital-Learning_0900006481e86218.pdf
COLC-2015-0012-0030,2016-03-04T05:00:00Z,BSA | The Software Alliance,BSA | The Software Alliance,Troncoso,Christian,Initial Comments - BSA | The Software Alliance,COLC-2015-0012-0030_BSA-The-Software-Alliance_comment.txt,COLC-2015-0012-0030_BSA-The-Software-Alliance_0900006481e9a667.pdf
COLC-2015-0012-0034,2016-03-04T05:00:00Z,Copyright Alliance,Copyright Alliance,Hart,Terry,Initial Comments - Copyright Alliance,COLC-2015-0012-0034_Copyright-Alliance_comment.txt,COLC-2015-0012-0034_Copyright-Alliance_0900006481e9cba9.pdf
COLC-2015-0012-0036,2016-03-04T05:00:00Z,Lowe-Aaron,,Lowe,Aaron,Initial Comments - Auto Care Association,COLC-2015-0012-0036_Lowe-Aaron_comment.txt,COLC-2015-0012-0036_Lowe-Aaron_0900006481e9dcff.pdf
COLC-2015-0012-0132,2016-11-17T05:00:00Z,Lu-Yifan,,Lu,Yifan,"Additional Reply Comments - Lu, Yifan",COLC-2015-0012-0132_Lu-Yifan_comment.txt,
COLC-2015-0012-0007,2016-03-04T05:00:00Z,Romeo-Dominic,,Romeo,Dominic,Initial Comments -  Dominic Romeo,COLC-2015-0012-0007_Romeo-Dominic_comment.txt,
COLC-2015-0012-0028,2016-03-04T05:00:00Z,Godwin-Mike,,Godwin,Mike,"Initial Comments - R Street Institute, FreedomWorks, and Niskanen Center",COLC-2015-0012-0028_Godwin-Mike_comment.txt,COLC-2015-0012-0028_Godwin-Mike_0900006481e97927.docx|COLC-2015-0012-0028_Godwin-Mike_0900006481e97927.pdf|COLC-2015-0012-0028_Godwin-Mike_0900006481eb3783.pdf
COLC-2015-0012-0019,2016-03-04T05:00:00Z,Hunt-Peter,,Hunt,Peter,Initial Comments -  Peter Hunt,COLC-2015-0012-0019_Hunt-Peter_comment.txt,COLC-2015-0012-0019_Hunt-Peter_0900006481e7d178.pdf
COLC-2015-0012-0068,2016-03-04T05:00:00Z,Public Knowledge,Public Knowledge,Panjwani,Raza,Initial Comments - Public Knowledge,COLC-2015-0012-0068_Public-Knowledge_comment.txt,COLC-2015-0012-0068_Public-Knowledge_0900006481e9f9ae.pdf
COLC-2015-0012-0077,2016-04-03T04:00:00Z,"AAP, MPAA and RIAA","AAP, MPAA and RIAA",Sheffner,Ben,"Initial Reply Comments - AAP, MPAA, RIAA",COLC-2015-0012-0077_AAP-MPAA-and-RIAA_comment.txt,COLC-2015-0012-0077_AAP-MPAA-and-RIAA_0900006481f1009e.pdf
